_id,SN
6480a4fa0555e1a76a0705bd,96322304103875
6480a4fa0555e1a76a0702dc,96322304105363
6480a4fa0555e1a76a0703ae,96322304105425
6480a4fa0555e1a76a070580,96322304103839
6480a4fa0555e1a76a070220,96322304103943
6480a4fa0555e1a76a07059f,96322304103870
6480a4fa0555e1a76a0702ef,96322304105382
6480a4fa0555e1a76a070308,96322304105407
6480a4fa0555e1a76a0703df,96322304105345
6480a4fa0555e1a76a070536,96322304105364
6480a4fa0555e1a76a07040a,96322304105486
6480a4fa0555e1a76a070471,96322304104116
6480a4fa0555e1a76a070498,96322304104003
6480a4fa0555e1a76a070408,96322304105484
6480a4fa0555e1a76a070523,96322304105526
6480a4fa0555e1a76a070567,96322304105530
6480a4fa0555e1a76a0703f3,96322304105401
6480a4fa0555e1a76a070459,96322304104092
6480a4fa0555e1a76a07054e,96322304105361
6480a4fa0555e1a76a070453,96322304104106
6480a4fa0555e1a76a07054f,96322304105390
6480a4fa0555e1a76a070596,96322304103861
6480a4fa0555e1a76a0703db,96322304105326
6480a4fa0555e1a76a0703e9,96322304105391
6480a4fa0555e1a76a0705b5,96322304103875
6480a4fa0555e1a76a0705cb,96322304104143
6480a4fa0555e1a76a070493,96322304103971
6480a4fa0555e1a76a07056a,96322304103822
6480a4fa0555e1a76a070583,96322304103834
6480a4fa0555e1a76a07043b,96322304103901
6480a4fa0555e1a76a070512,96322304105333
6480a4fa0555e1a76a070539,96322304105367
6480a4fa0555e1a76a0704b8,96322304104038
6480a4fa0555e1a76a07042e,96322304103834
6480a4fa0555e1a76a0703d9,96322304105324
6480a4fa0555e1a76a0704bf,96322304104045
6480a4fa0555e1a76a070443,96322304104090
6480a4fa0555e1a76a070305,96322304105404
6480a4fa0555e1a76a07021c,96322304103937
6480a4fa0555e1a76a07021b,96322304103936
6480a4fa0555e1a76a0703bc,96322304105456
6480a4fa0555e1a76a070215,96322304103873
6480a4fa0555e1a76a070224,96322304103947
6480a4fa0555e1a76a070371,96322304104069
6480a4fa0555e1a76a0702b0,96322304105319
6480a4fa0555e1a76a0702e6,96322304105373
6480a4fa0555e1a76a07031c,96322304105427
6480a4fa0555e1a76a070246,96322304105200
6480a4fa0555e1a76a0702ac,96322304105318
6480a4fa0555e1a76a07031a,96322304105425
6480a4fa0555e1a76a07032b,96322304105442
6480a4fa0555e1a76a070333,96322304105450
6480a4fa0555e1a76a07033d,96322304105476
6480a4fa0555e1a76a0702d1,96322304105352
6480a4fa0555e1a76a070218,96322304103931
6480a4fa0555e1a76a07025c,96322304105222
6480a4fa0555e1a76a070288,96322304105282
6480a4fa0555e1a76a070292,96322304105292
6480a4fa0555e1a76a0702ed,96322304105380
6480a4fa0555e1a76a070304,96322304105403
6480a4fa0555e1a76a0703ac,96322304105423
6480a4fa0555e1a76a07022c,96322304103955
6480a4fa0555e1a76a07030a,96322304105409
6480a4fa0555e1a76a07036b,96322304104063
6480a4fa0555e1a76a0703cc,96322304105474
6480a4fa0555e1a76a070204,96322304104138
6480a4fa0555e1a76a0702a5,96322304105311
6480a4fa0555e1a76a070396,96322304105405
6480a4fa0555e1a76a0703d8,96322304105323
6480a4fa0555e1a76a07038a,96322304105221
6480a4fa0555e1a76a07030b,96322304105410
6480a4fa0555e1a76a070325,96322304105436
6480a4fa0555e1a76a070486,96322304103968
6480a4fa0555e1a76a07049f,96322304104010
6480a4fa0555e1a76a070464,96322304104103
6480a4fa0555e1a76a070406,96322304105482
6480a4fa0555e1a76a070563,96322304105526
6480a4fa0555e1a76a0705a4,96322304103858
6480a4fa0555e1a76a07051e,96322304105336
6480a4fa0555e1a76a070591,96322304103856
6480a4fa0555e1a76a070518,96322304105339
6480a4fa0555e1a76a070535,96322304105363
6480a4fa0555e1a76a070450,96322304104103
6480a4fa0555e1a76a07045f,96322304104098
6480a4fa0555e1a76a070428,96322304103823
6480a4fa0555e1a76a070460,96322304104099
6480a4fa0555e1a76a07057a,96322304103833
6480a4fa0555e1a76a07048a,96322304103972
6480a4fa0555e1a76a070418,96322304105500
6480a4fa0555e1a76a0704c3,96322304104049
6480a4fa0555e1a76a07059c,96322304103867
6480a4fa0555e1a76a070422,96322304103820
6480a4fa0555e1a76a070441,96322304104088
6480a4fa0555e1a76a0704d4,96322304104161
6480a4fa0555e1a76a0704ee,96322304105155
6480a4fa0555e1a76a070472,96322304104117
6480a4fa0555e1a76a07042b,96322304103831
6480a4fa0555e1a76a070548,96322304105382
6480a4fa0555e1a76a07047a,96322304104129
6480a4fa0555e1a76a07047f,96322304103965
6480a4fa0555e1a76a0704a0,96322304104011
6480a4fa0555e1a76a07035e,96322304104052
6480a4fa0555e1a76a07036d,96322304104065
6480a4fa0555e1a76a070389,96322304105222
6480a4fa0555e1a76a0703a8,96322304105421
6480a4fa0555e1a76a0703d2,96322304105477
6480a4fa0555e1a76a07026b,96322304105227
6480a4fa0555e1a76a07038f,96322304105398
6480a4fa0555e1a76a070205,96322304104139
6480a4fa0555e1a76a07033e,96322304105485
6480a4fa0555e1a76a07022d,96322304103956
6480a4fa0555e1a76a07028b,96322304105285
6480a4fa0555e1a76a070356,96322304103926
6480a4fa0555e1a76a07020f,96322304104154
6480a4fa0555e1a76a0701e8,96322304103983
6480a4fa0555e1a76a0703ad,96322304105424
6480a4fa0555e1a76a070321,96322304105432
6480a4fa0555e1a76a070229,96322304103952
6480a4fa0555e1a76a070309,96322304105408
6480a4fa0555e1a76a07037c,96322304104080
6480a4fa0555e1a76a0702f8,96322304105391
6480a4fa0555e1a76a070269,96322304105225
6480a4fa0555e1a76a0702ae,96322304105320
6480a4fa0555e1a76a07031d,96322304105428
6480a4fa0555e1a76a070295,96322304105295
6480a4fa0555e1a76a070377,96322304104075
6480a4fa0555e1a76a07030f,96322304105414
6480a4fa0555e1a76a0702e5,96322304105372
6480a4fa0555e1a76a070348,96322304103833
6480a4fa0555e1a76a0703c9,96322304105470
6480a4fa0555e1a76a070416,96322304105498
6480a4fa0555e1a76a070423,96322304103821
6480a4fa0555e1a76a0704fc,96322304105237
6480a4fa0555e1a76a07050d,96322304105331
6480a4fa0555e1a76a070516,96322304105337
6480a4fa0555e1a76a070597,96322304103862
6480a4fa0555e1a76a070543,96322304105377
6480a4fa0555e1a76a070417,96322304105499
6480a4fa0555e1a76a0704a5,96322304104006
6480a4fa0555e1a76a070564,96322304105527
6480a4fa0555e1a76a07053d,96322304105371
6480a4fa0555e1a76a070551,96322304105419
6480a4fa0555e1a76a0705b6,96322304103876
6480a4fa0555e1a76a0703f5,96322304105403
6480a4fa0555e1a76a07058f,96322304103854
6480a4fa0555e1a76a070405,96322304105481
6480a4fa0555e1a76a07049b,96322304104006
6480a4fa0555e1a76a070547,96322304105381
6480a4fa0555e1a76a0704b0,96322304104030
6480a4fa0555e1a76a070480,96322304103966
6480a4fa0555e1a76a0704ce,96322304104060
6480a4fa0555e1a76a0705a9,96322304103863
6480a4fa0555e1a76a0703fd,96322304105411
6480a4fa0555e1a76a070499,96322304104004
6480a4fa0555e1a76a0704cf,96322304104061
6480a4fa0555e1a76a070517,96322304105338
6480a4fa0555e1a76a070413,96322304105495
6480a4fa0555e1a76a07043a,96322304103849
6480a4fa0555e1a76a070577,96322304103830
6480a4fa0555e1a76a070419,96322304105501
6480a4fa0555e1a76a07045a,96322304104093
6480a4fa0555e1a76a0704a4,96322304104015
6480a4fa0555e1a76a0705a3,96322304103857
6480a4fa0555e1a76a070558,96322304105500
6480a4fa0555e1a76a07047d,96322304103847
6480a4fa0555e1a76a0701e5,96322304103940
6480a4fa0555e1a76a070249,96322304105200
6480a4fa0555e1a76a0702be,96322304105333
6480a4fa0555e1a76a0702cd,96322304105348
6480a4fa0555e1a76a070337,96322304105454
6480a4fa0555e1a76a070386,96322304105219
6480a4fa0555e1a76a070201,96322304104084
6480a4fa0555e1a76a070210,96322304104156
6480a4fa0555e1a76a0703a5,96322304105417
6480a4fa0555e1a76a0702de,96322304105365
6480a4fa0555e1a76a07032c,96322304105443
6480a4fa0555e1a76a0701e9,96322304103984
6480a4fa0555e1a76a070362,96322304104054
6480a4fa0555e1a76a07022b,96322304103954
6480a4fa0555e1a76a070211,96322304104157
6480a4fa0555e1a76a07022e,96322304103957
6480a4fa0555e1a76a0703d4,96322304105520
6480a4fa0555e1a76a070217,96322304103929
6480a4fa0555e1a76a070208,96322304104145
6480a4fa0555e1a76a070212,96322304104158
6480a4fa0555e1a76a070286,96322304105280
6480a4fa0555e1a76a07029c,96322304105302
6480a4fa0555e1a76a0702b8,96322304105327
6480a4fa0555e1a76a0701f4,96322304103997
6480a4fa0555e1a76a070315,96322304105420
6480a4fa0555e1a76a070387,96322304105220
6480a4fa0555e1a76a0703b9,96322304105455
6480a4fa0555e1a76a0702e0,96322304105367
6480a4fa0555e1a76a070350,96322304103855
6480a4fa0555e1a76a070361,96322304104053
6480a4fa0555e1a76a07038d,96322304105396
6480a4fa0555e1a76a070344,96322304103829
6480a4fa0555e1a76a07035f,96322304104051
6480a4fa0555e1a76a0704ae,96322304104028
6480a4fa0555e1a76a0705ba,96322304103880
6480a4fa0555e1a76a07042f,96322304103835
6480a4fa0555e1a76a0704f5,96322304105160
6480a4fa0555e1a76a07052c,96322304105354
6480a4fa0555e1a76a07059e,96322304103869
6480a4fa0555e1a76a0703ea,96322304105392
6480a4fa0555e1a76a070496,96322304104001
6480a4fa0555e1a76a07050a,96322304105330
6480a4fa0555e1a76a070431,96322304103837
6480a4fa0555e1a76a070590,96322304103855
6480a4fa0555e1a76a070404,96322304105467
6480a4fa0555e1a76a0704ba,96322304104040
6480a4fa0555e1a76a07020b,96322304104150
6480a4fa0555e1a76a0705af,96322304103869
6480a4fa0555e1a76a0704a3,96322304104014
6480a4fa0555e1a76a0703f4,96322304105402
6480a4fa0555e1a76a0702ab,96322304105317
6480a4fa0555e1a76a07056b,96322304103821
6480a4fa0555e1a76a07023c,96322304104124
6480a4fa0555e1a76a070538,96322304105366
6480a4fa0555e1a76a07025a,96322304105220
6480a4fa0555e1a76a070586,96322304103848
6480a4fa0555e1a76a070373,96322304104071
6480a4fa0555e1a76a0702bd,96322304105332
6480a4fa0555e1a76a07042a,96322304103830
6480a4fa0555e1a76a07044a,96322304104097
6480a4fa0555e1a76a070326,96322304105437
6480a4fa0555e1a76a07034e,96322304103851
6480a4fa0555e1a76a070483,96322304103969
6480a4fa0555e1a76a070267,96322304105223
6480a4fa0555e1a76a070552,96322304105422
6480a4fa0555e1a76a070231,96322304103960
6480a4fa0555e1a76a0703fb,96322304105409
6480a4fa0555e1a76a070223,96322304103946
6480a4fa0555e1a76a070436,96322304103842
6480a4fa0555e1a76a070444,96322304104091
6480a4fa0555e1a76a07026e,96322304105230
6480a4fa0555e1a76a070380,96322304104088
6480a4fa0555e1a76a070559,96322304105505
6480a4fa0555e1a76a0705c1,96322304103879
6480a4fa0555e1a76a0703b0,96322304105427
6480a4fa0555e1a76a0704bc,96322304104042
6480a4fa0555e1a76a0702df,96322304105366
6480a4fa0555e1a76a0704e8,96322304105148
6480a4fa0555e1a76a070395,96322304105404
6480a4fa0555e1a76a070457,96322304104110
6480a4fa0555e1a76a070265,96322304105231
6480a4fa0555e1a76a070260,96322304105226
6480a4fa0555e1a76a07026f,96322304105231
6480a4fa0555e1a76a0702b9,96322304105328
6480a4fa0555e1a76a070284,96322304105278
6480a4fa0555e1a76a0702bc,96322304105331
6480a4fa0555e1a76a0702e7,96322304105374
6480a4fa0555e1a76a07058b,96322304103853
6480a4fa0555e1a76a0703e6,96322304105392
6480a4fa0555e1a76a07048c,96322304103974
6480a4fa0555e1a76a070578,96322304103831
6480a4fa0555e1a76a0705bf,96322304103877
6480a4fa0555e1a76a0705c4,96322304103882
6480a4fa0555e1a76a0704d6,96322304104163
6480a4fa0555e1a76a070504,96322304105283
6480a4fa0555e1a76a0703ec,96322304105394
6480a4fa0555e1a76a0704da,96322304104167
6480a4fa0555e1a76a07057f,96322304103838
6480a4fa0555e1a76a070425,96322304103823
6480a4fa0555e1a76a0705ad,96322304103867
6480a4fa0555e1a76a070479,96322304104128
6480a4fa0555e1a76a07048d,96322304103975
6480a4fa0555e1a76a0704f9,96322304105157
6480a4fa0555e1a76a070568,96322304105529
6480a4fa0555e1a76a07058a,96322304103852
6480a4fa0555e1a76a0703fa,96322304105408
6480a4fa0555e1a76a0704e7,96322304105147
6480a4fa0555e1a76a0704dd,96322304104170
6480a4fa0555e1a76a07057b,96322304103834
6480a4fa0555e1a76a07055f,96322304105522
6480a4fa0555e1a76a07040d,96322304105489
6480a4fa0555e1a76a070478,96322304104127
6480a4fa0555e1a76a0704c6,96322304104052
6480a4fa0555e1a76a0704d7,96322304104164
6480a4fa0555e1a76a07054c,96322304105386
6480a4fa0555e1a76a070571,96322304103827
6480a4fa0555e1a76a0705b9,96322304103879
6480a4fa0555e1a76a070426,96322304103824
6480a4fa0555e1a76a070440,96322304104087
6480a4fa0555e1a76a0704f2,96322304105157
6480a4fa0555e1a76a07042c,96322304103832
6480a4fa0555e1a76a07050e,96322304105332
6480a4fa0555e1a76a0701f5,96322304103998
6480a4fa0555e1a76a0702cf,96322304105350
6480a4fa0555e1a76a07027c,96322304105270
6480a4fa0555e1a76a0702e9,96322304105376
6480a4fa0555e1a76a0702f5,96322304105388
6480a4fa0555e1a76a070324,96322304105435
6480a4fa0555e1a76a070331,96322304105448
6480a4fa0555e1a76a070273,96322304105235
6480a4fa0555e1a76a07021e,96322304103941
6480a4fa0555e1a76a07039e,96322304105413
6480a4fa0555e1a76a070330,96322304105447
6480a4fa0555e1a76a070369,96322304104061
6480a4fa0555e1a76a0701f0,96322304103992
6480a4fa0555e1a76a0701eb,96322304103987
6480a4fa0555e1a76a070244,96322304104140
6480a4fa0555e1a76a07028e,96322304105288
6480a4fa0555e1a76a0703c0,96322304105460
6480a4fa0555e1a76a0702c5,96322304105340
6480a4fa0555e1a76a0702fc,96322304105395
6480a4fa0555e1a76a070360,96322304104052
6480a4fa0555e1a76a070243,96322304104134
6480a4fa0555e1a76a070261,96322304105227
6480a4fa0555e1a76a07031b,96322304105426
6480a4fa0555e1a76a070232,96322304103961
6480a4fa0555e1a76a070359,96322304103926
6480a4fa0555e1a76a070379,96322304104077
6480a4fa0555e1a76a070323,96322304105434
6480a4fa0555e1a76a0703ca,96322304105475
6480a4fa0555e1a76a070209,96322304104146
6480a4fa0555e1a76a070335,96322304105452
6480a4fa0555e1a76a070274,96322304105236
6480a4fa0555e1a76a070281,96322304105275
6480a4fa0555e1a76a0702a4,96322304105310
6480a4fa0555e1a76a0702f9,96322304105392
6480a4fa0555e1a76a070318,96322304105423
6480a4fa0555e1a76a07037e,96322304104083
6480a4fa0555e1a76a070390,96322304105399
6480a4fa0555e1a76a07043c,96322304103938
6480a4fa0555e1a76a0704c0,96322304104046
6480a4fa0555e1a76a070556,96322304105484
6480a4fa0555e1a76a0705a1,96322304103872
6480a4fa0555e1a76a07044c,96322304104099
6480a4fa0555e1a76a0704bd,96322304104043
6480a4fa0555e1a76a070484,96322304103966
6480a4fa0555e1a76a0705c2,96322304103880
6480a4fa0555e1a76a07041b,96322304105503
6480a4fa0555e1a76a07040b,96322304105487
6480a4fa0555e1a76a070533,96322304105361
6480a4fa0555e1a76a070402,96322304105457
6480a4fa0555e1a76a0704d9,96322304104166
6480a4fa0555e1a76a070529,96322304105351
6480a4fa0555e1a76a07057d,96322304103836
6480a4fa0555e1a76a0704a1,96322304104012
6480a4fa0555e1a76a070545,96322304105379
6480a4fa0555e1a76a0705a8,96322304103862
6480a4fa0555e1a76a0705ac,96322304103866
6480a4fa0555e1a76a070432,96322304103838
6480a4fa0555e1a76a070509,96322304105327
6480a4fa0555e1a76a070473,96322304104112
6480a4fa0555e1a76a07055c,96322304105509
6480a4fa0555e1a76a070400,96322304105449
6480a4fa0555e1a76a070524,96322304105346
6480a4fa0555e1a76a070433,96322304103839
6480a4fa0555e1a76a070470,96322304104115
6480a4fa0555e1a76a07053b,96322304105369
6480a4fa0555e1a76a07059b,96322304103866
6480a4fa0555e1a76a0705b1,96322304103871
6480a4fa0555e1a76a0704df,96322304104172
6480a4fa0555e1a76a0704eb,96322304105151
6480a4fa0555e1a76a0701f9,96322304104005
6480a4fa0555e1a76a0701fb,96322304104018
6480a4fa0555e1a76a0701ea,96322304103986
6480a4fa0555e1a76a0703f2,96322304105400
6480a4fa0555e1a76a07045d,96322304104096
6480a4fa0555e1a76a070505,96322304105286
6480a4fa0555e1a76a070562,96322304105525
6480a4fa0555e1a76a070581,96322304103840
6480a4fa0555e1a76a0704ad,96322304104027
6480a4fa0555e1a76a070513,96322304105334
6480a4fa0555e1a76a0704bb,96322304104041
6480a4fa0555e1a76a0704e5,96322304104184
6480a4fa0555e1a76a070549,96322304105383
6480a4fa0555e1a76a0705c3,96322304103881
6480a4fa0555e1a76a070248,96322304105199
6480a4fa0555e1a76a0702d4,96322304105355
6480a4fa0555e1a76a070355,96322304103925
6480a4fa0555e1a76a0703b7,96322304105434
6480a4fa0555e1a76a070277,96322304105265
6480a4fa0555e1a76a070279,96322304105267
6480a4fa0555e1a76a0702a9,96322304105315
6480a4fa0555e1a76a0703af,96322304105426
6480a4fa0555e1a76a0703be,96322304105458
6480a4fa0555e1a76a07031e,96322304105429
6480a4fa0555e1a76a070399,96322304105408
6480a4fa0555e1a76a0703b1,96322304105428
6480a4fa0555e1a76a070250,96322304105207
6480a4fa0555e1a76a0703ab,96322304105422
6480a4fa0555e1a76a070245,96322304104144
6480a4fa0555e1a76a070366,96322304104058
6480a4fa0555e1a76a070253,96322304105210
6480a4fa0555e1a76a070259,96322304105219
6480a4fa0555e1a76a070340,96322304105514
6480a4fa0555e1a76a0702c2,96322304105337
6480a4fa0555e1a76a0701f8,96322304104002
6480a4fa0555e1a76a070256,96322304105203
6480a4fa0555e1a76a0702f2,96322304105385
6480a4fa0555e1a76a070316,96322304105421
6480a4fa0555e1a76a070353,96322304103923
6480a4fa0555e1a76a070346,96322304103831
6480a4fa0555e1a76a07027f,96322304105273
6480a4fa0555e1a76a070332,96322304105449
6480a4fa0555e1a76a0703ba,96322304105454
6480a4fa0555e1a76a0703c3,96322304105463
6480a4fa0555e1a76a070206,96322304104141
6480a4fa0555e1a76a07024c,96322304105203
6480a4fa0555e1a76a0703c4,96322304105464
6480a4fa0555e1a76a0703e4,96322304105390
6480a4fa0555e1a76a07046c,96322304104111
6480a4fa0555e1a76a07046d,96322304104112
6480a4fa0555e1a76a0704e3,96322304104167
6480a4fa0555e1a76a070410,96322304105492
6480a4fa0555e1a76a070557,96322304105498
6480a4fa0555e1a76a07055b,96322304105510
6480a4fa0555e1a76a070412,96322304105494
6480a4fa0555e1a76a07045e,96322304104097
6480a4fa0555e1a76a070491,96322304103979
6480a4fa0555e1a76a0704b5,96322304104035
6480a4fa0555e1a76a07044e,96322304104101
6480a4fa0555e1a76a070592,96322304103857
6480a4fa0555e1a76a0703f9,96322304105407
6480a4fa0555e1a76a07046a,96322304104109
6480a4fa0555e1a76a070501,96322304105273
6480a4fa0555e1a76a07052a,96322304105352
6480a4fa0555e1a76a070598,96322304103863
6480a4fa0555e1a76a070414,96322304105496
6480a4fa0555e1a76a070495,96322304103996
6480a4fa0555e1a76a0703da,96322304105325
6480a4fa0555e1a76a0704c4,96322304104050
6480a4fa0555e1a76a07051f,96322304105471
6480a4fa0555e1a76a070572,96322304103828
6480a4fa0555e1a76a07043e,96322304104087
6480a4fa0555e1a76a070521,96322304105480
6480a4fa0555e1a76a0704a8,96322304104022
6480a4fa0555e1a76a0703e5,96322304105391
6480a4fa0555e1a76a070497,96322304104004
6480a4fa0555e1a76a070515,96322304105336
6480a4fa0555e1a76a07052d,96322304105355
6480a4fa0555e1a76a07027b,96322304105269
6480a4fa0555e1a76a07030d,96322304105412
6480a4fa0555e1a76a0703a3,96322304105415
6480a4fa0555e1a76a0702f3,96322304105386
6480a4fa0555e1a76a07037f,96322304104085
6480a4fa0555e1a76a07038b,96322304105335
6480a4fa0555e1a76a0702fe,96322304105397
6480a4fa0555e1a76a070341,96322304103826
6480a4fa0555e1a76a070213,96322304104159
6480a4fa0555e1a76a070219,96322304103933
6480a4fa0555e1a76a07029a,96322304105300
6480a4fa0555e1a76a070329,96322304105440
6480a4fa0555e1a76a0702a2,96322304105308
6480a4fa0555e1a76a070392,96322304105401
6480a4fa0555e1a76a0703d6,96322304105523
6480a4fa0555e1a76a0702e4,96322304105371
6480a4fa0555e1a76a070233,96322304103962
6480a4fa0555e1a76a07035d,96322304104028
6480a4fa0555e1a76a07020c,96322304104151
6480a4fa0555e1a76a07020d,96322304104152
6480a4fa0555e1a76a07032a,96322304105441
6480a4fa0555e1a76a0702bf,96322304105334
6480a4fa0555e1a76a0702eb,96322304105378
6480a4fa0555e1a76a0703a1,96322304105413
6480a4fa0555e1a76a070239,96322304104120
6480a4fa0555e1a76a0702a0,96322304105306
6480a4fa0555e1a76a0702ff,96322304105398
6480a4fa0555e1a76a070351,96322304103882
6480a4fa0555e1a76a07036a,96322304104062
6480a4fa0555e1a76a0703cb,96322304105472
6480a4fa0555e1a76a0703d3,96322304105517
6480a4fa0555e1a76a0703e2,96322304105388
6480a4fa0555e1a76a07055d,96322304105513
6480a4fa0555e1a76a070482,96322304103968
6480a4fa0555e1a76a0704d8,96322304104165
6480a4fa0555e1a76a070582,96322304103841
6480a4fa0555e1a76a07046f,96322304104114
6480a4fa0555e1a76a0704a2,96322304104013
